SIM CODE  	DATE      	MIN TMP        	MAX TMP        	AVG TMP        	REFERENCE ET   	PRECIPITATION  
-         	YYYY-MM-DD	C              	C              	C              	mm/day         	mm             
SS_sorghum	2008-08-23	20.73          	32.99          	26.86          	5.067          	0.37           
SS_sorghum	2008-08-24	21.69          	31.66          	26.68          	3.963          	3.96           
SS_sorghum	2008-08-25	21.52          	29.98          	25.75          	4.918          	7.33           
SS_sorghum	2008-08-26	21.20          	30.35          	25.77          	4.111          	3.15           
SS_sorghum	2008-08-27	20.00          	32.25          	26.13          	4.859          	2.74           
SS_sorghum	2008-08-28	22.11          	27.72          	24.91          	3.528          	3.35           
SS_sorghum	2008-08-29	19.71          	32.89          	26.30          	5.283          	1.03           
SS_sorghum	2008-08-30	20.94          	31.70          	26.32          	4.415          	1.00           
SS_sorghum	2008-08-31	22.57          	31.51          	27.04          	5.317          	1.10           
SS_sorghum	2008-09-01	21.23          	34.88          	28.06          	5.641          	0.36           
SS_sorghum	2008-09-02	21.59          	32.62          	27.10          	5.115          	1.69           
SS_sorghum	2008-09-03	21.36          	32.91          	27.13          	5.212          	7.07           
SS_sorghum	2008-09-04	20.77          	30.33          	25.55          	4.989          	17.68          
SS_sorghum	2008-09-05	20.69          	32.06          	26.38          	5.085          	10.06          
SS_sorghum	2008-09-06	21.32          	31.76          	26.54          	3.928          	3.60           
SS_sorghum	2008-09-07	21.40          	29.31          	25.35          	4.743          	11.55          
SS_sorghum	2008-09-08	20.55          	28.34          	24.45          	4.640          	6.85           
SS_sorghum	2008-09-09	20.84          	30.89          	25.87          	4.647          	1.60           
SS_sorghum	2008-09-10	21.12          	30.95          	26.04          	4.775          	8.06           
SS_sorghum	2008-09-11	21.18          	29.60          	25.39          	4.772          	6.50           
SS_sorghum	2008-09-12	21.06          	27.72          	24.39          	4.102          	2.06           
SS_sorghum	2008-09-13	20.27          	30.77          	25.52          	4.620          	4.48           
SS_sorghum	2008-09-14	19.59          	31.97          	25.78          	4.325          	6.66           
SS_sorghum	2008-09-15	20.63          	31.92          	26.27          	5.184          	6.46           
SS_sorghum	2008-09-16	21.42          	28.46          	24.94          	4.748          	18.30          
SS_sorghum	2008-09-17	20.80          	30.12          	25.46          	4.860          	10.97          
SS_sorghum	2008-09-18	21.31          	30.54          	25.92          	4.723          	3.40           
SS_sorghum	2008-09-19	21.66          	28.93          	25.30          	4.771          	7.67           
SS_sorghum	2008-09-20	20.59          	31.43          	26.01          	3.116          	2.77           
SS_sorghum	2008-09-21	20.95          	30.21          	25.58          	4.670          	0.36           
SS_sorghum	2008-09-22	21.59          	30.43          	26.01          	4.519          	3.01           
SS_sorghum	2008-09-23	20.82          	30.19          	25.51          	4.691          	2.19           
SS_sorghum	2008-09-24	21.41          	31.31          	26.36          	2.623          	3.90           
SS_sorghum	2008-09-25	20.93          	28.67          	24.80          	4.515          	10.60          
SS_sorghum	2008-09-26	21.31          	28.17          	24.74          	4.229          	4.07           
SS_sorghum	2008-09-27	20.54          	31.67          	26.11          	5.198          	4.60           
SS_sorghum	2008-09-28	21.53          	33.11          	27.32          	5.591          	3.37           
SS_sorghum	2008-09-29	23.15          	33.06          	28.11          	5.423          	2.76           
SS_sorghum	2008-09-30	22.79          	31.45          	27.12          	4.262          	1.30           
SS_sorghum	2008-10-01	20.32          	32.22          	26.27          	5.033          	0.35           
SS_sorghum	2008-10-02	21.11          	30.02          	25.56          	4.782          	2.31           
SS_sorghum	2008-10-03	21.53          	29.46          	25.50          	4.658          	5.29           
SS_sorghum	2008-10-04	21.68          	28.02          	24.85          	4.678          	2.45           
SS_sorghum	2008-10-05	20.33          	31.19          	25.76          	4.343          	3.78           
SS_sorghum	2008-10-06	20.80          	31.50          	26.15          	4.977          	4.35           
SS_sorghum	2008-10-07	21.11          	30.98          	26.05          	4.065          	2.52           
SS_sorghum	2008-10-08	21.07          	29.23          	25.15          	4.793          	3.34           
SS_sorghum	2008-10-09	20.76          	29.77          	25.27          	2.179          	9.23           
SS_sorghum	2008-10-10	21.50          	30.82          	26.16          	4.713          	1.34           
SS_sorghum	2008-10-11	21.09          	32.51          	26.80          	5.559          	0.96           
SS_sorghum	2008-10-12	21.15          	32.73          	26.94          	4.076          	2.11           
SS_sorghum	2008-10-13	22.41          	31.97          	27.19          	4.114          	1.69           
SS_sorghum	2008-10-14	21.85          	29.94          	25.90          	4.356          	2.65           
SS_sorghum	2008-10-15	20.18          	29.88          	25.03          	4.510          	2.98           
SS_sorghum	2008-10-16	21.22          	33.68          	27.45          	4.849          	1.39           
SS_sorghum	2008-10-17	21.85          	34.41          	28.13          	5.483          	3.38           
SS_sorghum	2008-10-18	21.93          	31.69          	26.81          	4.046          	5.68           
SS_sorghum	2008-10-19	22.77          	33.36          	28.06          	4.471          	2.06           
SS_sorghum	2008-10-20	21.67          	30.78          	26.23          	4.628          	7.89           
SS_sorghum	2008-10-21	21.04          	29.22          	25.13          	4.388          	15.99          
SS_sorghum	2008-10-22	21.12          	29.28          	25.20          	4.554          	3.33           
SS_sorghum	2008-10-23	20.64          	30.98          	25.81          	4.873          	1.54           
SS_sorghum	2008-10-24	21.41          	32.22          	26.81          	4.429          	5.01           
SS_sorghum	2008-10-25	20.59          	33.32          	26.95          	5.209          	2.59           
SS_sorghum	2008-10-26	21.61          	31.79          	26.70          	5.004          	3.60           
SS_sorghum	2008-10-27	22.76          	31.67          	27.22          	3.946          	5.19           
SS_sorghum	2008-10-28	22.38          	28.75          	25.56          	2.463          	9.98           
SS_sorghum	2008-10-29	21.39          	31.13          	26.26          	4.877          	1.15           
SS_sorghum	2008-10-30	21.99          	33.09          	27.54          	5.534          	2.97           
SS_sorghum	2008-10-31	20.82          	34.27          	27.55          	5.719          	2.25           
SS_sorghum	2008-11-01	23.19          	32.48          	27.84          	5.029          	2.33           
SS_sorghum	2008-11-02	23.02          	31.84          	27.43          	4.616          	0.00           
SS_sorghum	2008-11-03	21.88          	33.58          	27.73          	4.967          	0.00           
SS_sorghum	2008-11-04	22.03          	32.02          	27.03          	4.578          	0.35           
SS_sorghum	2008-11-05	21.32          	31.88          	26.60          	4.155          	0.27           
SS_sorghum	2008-11-06	21.55          	31.99          	26.77          	4.831          	0.32           
SS_sorghum	2008-11-07	22.25          	31.86          	27.06          	4.280          	3.88           
SS_sorghum	2008-11-08	21.19          	30.02          	25.61          	4.531          	3.99           
SS_sorghum	2008-11-09	19.99          	31.06          	25.52          	4.963          	4.08           
SS_sorghum	2008-11-10	19.60          	33.18          	26.39          	4.594          	2.56           
SS_sorghum	2008-11-11	20.99          	34.28          	27.63          	5.537          	2.11           
SS_sorghum	2008-11-12	21.67          	33.72          	27.70          	5.189          	0.00           
SS_sorghum	2008-11-13	21.40          	35.10          	28.25          	4.920          	0.00           
SS_sorghum	2008-11-14	21.93          	34.22          	28.07          	5.216          	0.00           
SS_sorghum	2008-11-15	21.58          	34.52          	28.05          	5.892          	0.00           
SS_sorghum	2008-11-16	21.76          	35.70          	28.73          	6.165          	0.00           
SS_sorghum	2008-11-17	22.44          	35.32          	28.88          	5.936          	0.00           
SS_sorghum	2008-11-18	21.82          	35.80          	28.81          	6.179          	0.00           
SS_sorghum	2008-11-19	21.19          	36.27          	28.73          	7.250          	0.00           
SS_sorghum	2008-11-20	20.99          	36.80          	28.89          	7.430          	0.00           
